transaction_id,timestamp,transaction_amount,time_of_day,day_of_week,transaction_type,location,account_balance,historical_failure_rate,merchant_category,location_risk_score,transaction_failure,failure_type,failure_reason
6bf583d6-27d0-4f58-901f-cf8ed00e7326,2023-05-01 13:42:20,35.53944927030615,13,0,credit,local,29.117064714732354,0.13533907762438113,retail,0.22249023445556948,1,timeout,timeout
a5d2e11a-9bba-4cf0-9924-b4ae4b520c3c,2023-02-07 08:14:41,166.19825656612662,8,1,credit,high_risk_location_2,49.88592952891142,0.14007306023293636,online,0.8888539965594996,0,success,none
c44f5ca5-f4c9-4a72-82e6-f7b8363a873e,2023-04-11 09:42:17,24.687103229403327,9,1,credit,local,31.711978794584248,0.11618529370337231,grocery,0.5135779381510329,0,success,none
36c2a882-221c-4657-ab8c-c0217e34e32a,2023-08-11 08:36:42,7.601688008315372,8,4,credit,national,69.19257688815175,0.19330459392878702,online,0.7471705306511616,0,success,none
af42e84d-469f-46c6-bc08-bfe41ed813b0,2023-01-20 01:21:59,6.439102200237203,1,4,credit,high_risk_location_1,34.3900575094523,0.35503994412999823,other,0.8194176331495951,0,success,none
aa42edca-6d64-40ff-8225-0eebdd9de62a,2023-10-24 13:35:32,231.01990050760355,13,1,credit,national,319.37373496017045,0.2891988000210989,restaurant,0.7398292259172489,1,duplicate_transaction,duplicate_transaction
85b538dd-55e9-4133-9456-2f1fd18762b2,2023-06-03 12:00:22,40.809770905965934,12,5,credit,local,81.91356862358174,0.28630130291338685,gas,0.6722763517295857,0,success,none
8c7e9f2c-4fe9-48f1-9473-ee689dab6589,2023-06-13 04:36:42,14.813744059803385,4,1,credit,national,52.348217876947466,0.053389755070699825,online,0.3286954317416064,0,success,none
3dccf687-6d43-4c90-ab3b-0d5b549f1b06,2023-12-11 21:21:22,9.774557744642298,21,0,debit,international,25.33471656139877,0.14217509498071274,restaurant,0.6114771365199274,0,success,none
cacef071-373c-419f-91fe-88a595d7407e,2023-08-01 21:39:19,76.76153271243132,21,1,debit,high_risk_location_2,40.26327354910758,0.08084604634065234,retail,0.7987641913827913,0,success,none
4f124240-c81f-4b6b-9751-5f30e3ab5d6d,2023-02-12 00:05:02,0.5991702830254501,0,6,debit,local,45.136125871474604,0.5624321611965454,online,0.186064317775402,0,success,none
8ca12c6b-3533-4086-ac6a-2f0cdb144cbf,2023-11-12 06:51:54,8.96969134001885,6,6,credit,local,62.99258758257989,0.2687452780345974,retail,0.2701554085472161,0,success,none
8efe82e3-a16a-4f4f-8909-4fd18e85f12c,2023-01-18 00:12:34,1.4511323988173426,0,2,debit,international,217.1071998941716,0.16006053777313567,other,0.724347344636167,0,success,none
7a3d37f8-6dda-4163-b5eb-6afa6fa3a2a9,2023-07-21 17:49:51,18.564060627595694,17,4,credit,international,5.239078541703594,0.40634122421648383,online,0.36061876961558237,0,success,none
d593425e-3ef9-409d-ac47-95cecf57560e,2023-03-12 20:45:35,108.47624788389238,20,6,credit,national,16.595785364125458,0.11248084893530863,restaurant,0.025158395539970346,0,success,none
95923b10-7239-427c-b0ba-44f05820c50b,2023-11-07 04:24:11,131.4791027231588,4,1,debit,international,71.2326644626834,0.03667591780568044,retail,0.10520827559531065,0,success,none
bc5cf3f5-19d2-4fc7-b149-c49311fb76a3,2023-04-03 09:15:15,56.5598561168203,9,0,credit,international,39.77934617409938,0.2686579588882211,retail,0.1559201403442254,0,success,none
7d35593e-3852-47ad-8c3a-a105c8fafdc2,2023-10-04 14:32:49,0.5366122720023625,14,2,debit,international,55.26955822844692,0.18590229025304508,gas,0.7380043133774954,0,success,none
f9395b52-1b63-47ff-96c6-2730ce637f64,2023-11-24 19:37:11,71.84727804400384,19,4,credit,local,90.60176040047999,0.26352232127988867,restaurant,0.16946703172888056,0,success,none
76144769-863e-42c5-b9c5-f5e150a5829a,2023-02-15 12:31:18,12.584512673963903,12,2,debit,local,121.01931472752712,0.04102436885543685,grocery,0.3855180693189557,0,success,none
80ed9b32-e866-4ac4-a645-beacfec69289,2023-04-06 16:54:33,4.168128663249884,16,3,debit,national,39.753081566824505,0.08508985392483208,online,0.006316913302677474,0,success,none
96a77899-30e0-434b-8fbf-46607a220b0b,2023-07-19 21:00:32,3.3143399550043524,21,2,credit,local,241.16787445916003,0.23425120515188957,restaurant,0.5365090981918954,1,timeout,timeout
ddb20991-13c1-4bb6-ab07-cbf8740532d6,2023-11-12 05:16:49,41.414208763231855,5,6,debit,national,8.397975452677631,0.09813108457208779,restaurant,0.6125826068390946,0,success,none
84284d03-cd44-4681-9dbc-90a0d41f3d5e,2023-09-15 17:11:29,136.83089624523697,17,4,credit,national,23.46517664291922,0.0606202273781215,grocery,0.05410528620015631,0,success,none
8b86aec0-5a8c-457e-bd3a-c7237b5d9516,2023-08-22 21:47:38,3.050565879999472,21,1,credit,national,10.63368706263823,0.11784850568469535,grocery,0.5985913014065715,0,success,none
0dd8e848-47b0-4a81-bb71-b45dd7ece79a,2023-08-24 06:48:09,13.777171134363625,6,3,debit,national,112.86112491789895,0.262152668981292,gas,0.9877450914171877,0,success,none
b49553d1-54c9-4658-af7c-99fde3b8555d,2023-05-05 15:04:14,47.41319893230632,15,4,debit,international,45.19943161174112,0.3496183833390255,grocery,0.22506087406362418,0,success,none
2977a3fe-9ff2-4d9d-884d-5ac3fcd22abb,2023-05-24 10:02:22,16.828257373417827,10,2,debit,international,18.720924921469784,0.24511756878771127,other,0.20751617050941562,0,success,none
730bd2e1-7c57-4aa7-932a-e7477b0c2c06,2023-01-18 04:49:35,8.179043373949593,4,2,credit,high_risk_location_2,139.38666474132148,0.044513449281889626,restaurant,0.4709387479205539,0,success,none
2ccd43d7-ea8e-4349-a6e9-27f38d417b39,2023-08-07 16:45:34,1.160584004569798,16,0,debit,international,58.205270394663714,0.21462993917753181,other,0.6224935738109767,0,success,none
39d2dd7b-cc1c-42be-a889-ec48f829e901,2023-09-30 12:35:28,4.562801093086081,12,5,credit,national,109.62561863613784,0.39871301392567793,other,0.7243486480303999,0,success,none
7c8eeee7-566e-4e4b-a5aa-24a49bb69107,2023-09-19 08:12:48,129.80654949814542,8,1,debit,national,23.03435102443486,0.12194094399173304,grocery,0.33892167348905367,0,success,none
07edaee0-5014-4c81-9886-ee36740a23b3,2023-02-03 00:29:37,6.882790951315711,0,4,debit,national,85.20742895962972,0.05272341268010138,restaurant,0.3658581066940172,0,success,none
6c572cb8-aa8f-49ae-8433-339f46996e11,2023-06-25 12:16:51,43.42189728220109,12,6,debit,local,91.21335325558063,0.13298615432584815,grocery,0.9084125622215409,0,success,none
48b487e2-5c6e-4ddd-8e31-93162d4eca9c,2023-04-16 01:43:55,83.58764818110951,1,6,debit,high_risk_location_1,74.07985650409593,0.23035985658286134,gas,0.8510611524679648,0,success,none
672c1b59-b773-4dbc-9fda-1fa48b8e5c4a,2023-04-20 02:57:08,4.605324669999119,2,3,debit,national,497.936395368303,0.06200493486047555,gas,0.6576000280311942,1,network_error,network_error
5270c235-b4fc-498f-87de-6bd33c660791,2023-06-10 14:03:01,139.5615604226744,14,5,debit,high_risk_location_2,10.42802406293056,0.17865241051730746,restaurant,0.1093440982645335,0,success,none
137ccd55-bd11-4bf2-899c-7a417c14c472,2023-01-22 22:31:25,9.20932890054021,22,6,debit,national,21.356707969649083,0.12023645405108146,gas,0.5326588844374005,0,success,none
e7405fea-e8ad-42af-85b4-6c7d3b736047,2023-02-25 16:59:04,21.537217711345424,16,5,credit,national,17.37219572762904,0.16212567277046142,retail,0.5412304346240514,0,success,none
42093bbd-6f92-46d6-abb0-37ba3a4c484a,2023-05-18 08:10:42,93.90415070454688,8,3,credit,national,383.6533638552088,0.10992352774785485,grocery,0.45449770422067903,0,success,none
561812b7-d358-4320-8bfb-679f72fc4913,2023-09-13 15:02:34,159.86984915757276,15,2,debit,high_risk_location_2,22.24259681620289,0.19830852718143854,restaurant,0.2516980968530814,0,success,none
